number,created_at,updated_at,url,html_url,state,fixed_at,dismissed_by,dismissed_at,dismissed_reason,dismissed_comment,rule.id,rule.severity,rule.description,rule.name,rule.tags,tool.name,tool.guid,tool.version,most_recent_instance.ref,most_recent_instance.analysis_key,most_recent_instance.environment,most_recent_instance.category,most_recent_instance.state,most_recent_instance.commit_sha,most_recent_instance.message.text,most_recent_instance.location.path,most_recent_instance.location.start_line,most_recent_instance.location.end_line,most_recent_instance.location.start_column,most_recent_instance.location.end_column,most_recent_instance.classifications,instances_url,rule.security_severity_level,dismissed_by.login,dismissed_by.id,dismissed_by.node_id,dismissed_by.avatar_url,dismissed_by.gravatar_id,dismissed_by.url,dismissed_by.html_url,dismissed_by.followers_url,dismissed_by.following_url,dismissed_by.gists_url,dismissed_by.starred_url,dismissed_by.subscriptions_url,dismissed_by.organizations_url,dismissed_by.repos_url,dismissed_by.events_url,dismissed_by.received_events_url,dismissed_by.type,dismissed_by.site_admin
78,2022-01-28T23:09:53Z,2022-01-28T23:09:53Z,https://api.github.com/repos/octodemo/vulnerable-node/code-scanning/alerts/78,https://github.com/octodemo/vulnerable-node/security/code-scanning/78,fixed,2022-01-28T23:21:17Z,null,null,null,null,docker.io/my-organization/my-app:2c7968c85fb5ebe34fb56d53b8cb1ead55cd3d67 (ubuntu 16.04): libc-dev-bin-2.23-0ubuntu11.3 CVE-2021-38604,warning,CVE-2021-38604 Package: libc-dev-bin,OS Package Vulnerability (Ubuntu),"[""MEDIUM"",""libc-dev-bin"",""vulnerability""]",Trivy,null,0.15.0,refs/heads/main,.github/workflows/trivy-analysis.yml:run,{},.github/workflows/trivy-analysis.yml:run,fixed,2c7968c85fb5ebe34fb56d53b8cb1ead55cd3d67,"In librt in the GNU C Library (aka glibc) through 2.34, sysdeps/unix/sysv/linux/mq_notify.c mishandles certain NOTIFY_REMOVED data, leading to a NULL pointer dereference. NOTE: this vulnerability was introduced as a side effect of the CVE-2021-33574 fix.",docker.io/my-organization/my-app:2c7968c85fb5ebe34fb56d53b8cb1ead55cd3d67,1,1,1,1,[],https://api.github.com/repos/octodemo/vulnerable-node/code-scanning/alerts/78/instances,undefined,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
77,2022-01-28T23:09:53Z,2022-01-28T23:09:53Z,https://api.github.com/repos/octodemo/vulnerable-node/code-scanning/alerts/77,https://github.com/octodemo/vulnerable-node/security/code-scanning/77,fixed,2022-01-28T23:21:17Z,null,null,null,null,docker.io/my-organization/my-app:2c7968c85fb5ebe34fb56d53b8cb1ead55cd3d67 (ubuntu 16.04): libc-bin-2.23-0ubuntu11.3 CVE-2021-35942,note,CVE-2021-35942 Package: libc-bin,OS Package Vulnerability (Ubuntu),"[""LOW"",""libc-bin"",""vulnerability""]",Trivy,null,0.15.0,refs/heads/main,.github/workflows/trivy-analysis.yml:run,{},.github/workflows/trivy-analysis.yml:run,fixed,2c7968c85fb5ebe34fb56d53b8cb1ead55cd3d67,"The wordexp function in the GNU C Library (aka glibc) through 2.33 may crash or read arbitrary memory in parse_param (in posix/wordexp.c) when called with an untrusted, crafted pattern, potentially resulting in a denial of service or disclosure of information. This occurs because atoi was used but strtoul should have been used to ensure correct calculations.",docker.io/my-organization/my-app:2c7968c85fb5ebe34fb56d53b8cb1ead55cd3d67,1,1,1,1,[],https://api.github.com/repos/octodemo/vulnerable-node/code-scanning/alerts/77/instances,undefined,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
76,2022-01-28T23:09:53Z,2022-01-28T23:09:53Z,https://api.github.com/repos/octodemo/vulnerable-node/code-scanning/alerts/76,https://github.com/octodemo/vulnerable-node/security/code-scanning/76,fixed,2022-01-28T23:21:17Z,null,null,null,null,docker.io/my-organization/my-app:2c7968c85fb5ebe34fb56d53b8cb1ead55cd3d67 (ubuntu 16.04): libc-bin-2.23-0ubuntu11.3 CVE-2021-33574,note,CVE-2021-33574 Package: libc-bin,OS Package Vulnerability (Ubuntu),"[""LOW"",""libc-bin"",""vulnerability""]",Trivy,null,0.15.0,refs/heads/main,.github/workflows/trivy-analysis.yml:run,{},.github/workflows/trivy-analysis.yml:run,fixed,2c7968c85fb5ebe34fb56d53b8cb1ead55cd3d67,"The mq_notify function in the GNU C Library (aka glibc) versions 2.32 and 2.33 has a use-after-free. It may use the notification thread attributes object (passed through its struct sigevent parameter) after it has been freed by the caller, leading to a denial of service (application crash) or possibly unspecified other impact.",docker.io/my-organization/my-app:2c7968c85fb5ebe34fb56d53b8cb1ead55cd3d67,1,1,1,1,[],https://api.github.com/repos/octodemo/vulnerable-node/code-scanning/alerts/76/instances,undefined,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
75,2022-01-28T23:09:53Z,2022-01-28T23:09:53Z,https://api.github.com/repos/octodemo/vulnerable-node/code-scanning/alerts/75,https://github.com/octodemo/vulnerable-node/security/code-scanning/75,fixed,2022-01-28T23:21:17Z,null,null,null,null,docker.io/my-organization/my-app:2c7968c85fb5ebe34fb56d53b8cb1ead55cd3d67 (ubuntu 16.04): libc-bin-2.23-0ubuntu11.3 CVE-2021-38604,warning,CVE-2021-38604 Package: libc-bin,OS Package Vulnerability (Ubuntu),"[""MEDIUM"",""libc-bin"",""vulnerability""]",Trivy,null,0.15.0,refs/heads/main,.github/workflows/trivy-analysis.yml:run,{},.github/workflows/trivy-analysis.yml:run,fixed,2c7968c85fb5ebe34fb56d53b8cb1ead55cd3d67,"In librt in the GNU C Library (aka glibc) through 2.34, sysdeps/unix/sysv/linux/mq_notify.c mishandles certain NOTIFY_REMOVED data, leading to a NULL pointer dereference. NOTE: this vulnerability was introduced as a side effect of the CVE-2021-33574 fix.",docker.io/my-organization/my-app:2c7968c85fb5ebe34fb56d53b8cb1ead55cd3d67,1,1,1,1,[],https://api.github.com/repos/octodemo/vulnerable-node/code-scanning/alerts/75/instances,undefined,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
74,2022-01-28T23:09:47Z,2023-07-14T05:47:06Z,https://api.github.com/repos/octodemo/vulnerable-node/code-scanning/alerts/74,https://github.com/octodemo/vulnerable-node/security/code-scanning/74,open,null,null,null,null,null,Node.js: qs-4.0.0 CVE-2017-1000048,error,CVE-2017-1000048 Package: qs,Other Vulnerability (Node-Pkg),"[""HIGH"",""qs"",""vulnerability""]",Trivy,null,0.15.0,refs/heads/main,.github/workflows/trivy-analysis.yml:run,{},.github/workflows/trivy-analysis.yml:run,open,45265a6067c3586bc237bd99ee6c8614495d7c37,"the web framework using ljharb&#39;s qs module older than v6.3.2, v6.2.3, v6.1.2, and v6.0.4 is vulnerable to a DoS. A malicious user can send a evil request to cause the web framework crash.",Node.js,1,1,1,1,[],https://api.github.com/repos/octodemo/vulnerable-node/code-scanning/alerts/74/instances,undefined,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
73,2022-01-28T23:09:47Z,2023-07-14T05:47:06Z,https://api.github.com/repos/octodemo/vulnerable-node/code-scanning/alerts/73,https://github.com/octodemo/vulnerable-node/security/code-scanning/73,open,null,null,null,null,null,Node.js: pg-5.1.0 CVE-2017-16082,error,CVE-2017-16082 Package: pg,Other Vulnerability (Node-Pkg),"[""CRITICAL"",""pg"",""vulnerability""]",Trivy,null,0.15.0,refs/heads/main,.github/workflows/trivy-analysis.yml:run,{},.github/workflows/trivy-analysis.yml:run,open,45265a6067c3586bc237bd99ee6c8614495d7c37,"A remote code execution vulnerability was found within the pg module when the remote database or query specifies a specially crafted column name. There are 2 likely scenarios in which one would likely be vulnerable. 1) Executing unsafe, user-supplied sql which contains a malicious column name. 2) Connecting to an untrusted database and executing a query which returns results where any of the column names are malicious.",Node.js,1,1,1,1,[],https://api.github.com/repos/octodemo/vulnerable-node/code-scanning/alerts/73/instances,undefined,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
72,2022-01-28T23:09:47Z,2023-07-14T05:47:06Z,https://api.github.com/repos/octodemo/vulnerable-node/code-scanning/alerts/72,https://github.com/octodemo/vulnerable-node/security/code-scanning/72,open,null,null,null,null,null,Node.js: negotiator-0.5.3 NSWG-ECO-106,error,NSWG-ECO-106 Package: negotiator,Other Vulnerability (Node-Pkg),"[""HIGH"",""negotiator"",""vulnerability""]",Trivy,null,0.15.0,refs/heads/main,.github/workflows/trivy-analysis.yml:run,{},.github/workflows/trivy-analysis.yml:run,open,45265a6067c3586bc237bd99ee6c8614495d7c37,"negotiator is an HTTP content negotiator for Node.js and is used by many modules and frameworks including Express and Koa.

The header for &#34;Accept-Language&#34;, when parsed by negotiator is vulnerable to Regular Expression Denial of Service via a specially crafted string. 

Timeline

- April 29th 2016 - Initial report to maintainers
- April 29th 2016 - Confirm receipt from maintainers
- May 1st 2016 - Fix confirmed
- May 5th 2016 - 0.6.1 published with fix
- June 16th 2016 - Advisory published (delay was to coordinate fixes in upstream frameworks, Koa and Express).",Node.js,1,1,1,1,[],https://api.github.com/repos/octodemo/vulnerable-node/code-scanning/alerts/72/instances,undefined,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
71,2022-01-28T23:09:47Z,2023-07-14T05:47:06Z,https://api.github.com/repos/octodemo/vulnerable-node/code-scanning/alerts/71,https://github.com/octodemo/vulnerable-node/security/code-scanning/71,open,null,null,null,null,null,Node.js: negotiator-0.5.3 CVE-2016-10539,error,CVE-2016-10539 Package: negotiator,Other Vulnerability (Node-Pkg),"[""HIGH"",""negotiator"",""vulnerability""]",Trivy,null,0.15.0,refs/heads/main,.github/workflows/trivy-analysis.yml:run,{},.github/workflows/trivy-analysis.yml:run,open,45265a6067c3586bc237bd99ee6c8614495d7c37,"negotiator is an HTTP content negotiator for Node.js and is used by many modules and frameworks including Express and Koa. The header for &#34;Accept-Language&#34;, when parsed by negotiator 0.6.0 and earlier is vulnerable to Regular Expression Denial of Service via a specially crafted string.",Node.js,1,1,1,1,[],https://api.github.com/repos/octodemo/vulnerable-node/code-scanning/alerts/71/instances,undefined,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
70,2022-01-28T23:09:47Z,2023-07-14T05:47:06Z,https://api.github.com/repos/octodemo/vulnerable-node/code-scanning/alerts/70,https://github.com/octodemo/vulnerable-node/security/code-scanning/70,open,null,null,null,null,null,Node.js: morgan-1.6.1 NSWG-ECO-473,warning,NSWG-ECO-473 Package: morgan,Other Vulnerability (Node-Pkg),"[""MEDIUM"",""morgan"",""vulnerability""]",Trivy,null,0.15.0,refs/heads/main,.github/workflows/trivy-analysis.yml:run,{},.github/workflows/trivy-analysis.yml:run,open,45265a6067c3586bc237bd99ee6c8614495d7c37,Code Injection Vulnerability in morgan Package.,Node.js,1,1,1,1,[],https://api.github.com/repos/octodemo/vulnerable-node/code-scanning/alerts/70/instances,undefined,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
69,2022-01-28T23:09:47Z,2023-07-14T05:47:06Z,https://api.github.com/repos/octodemo/vulnerable-node/code-scanning/alerts/69,https://github.com/octodemo/vulnerable-node/security/code-scanning/69,open,null,null,null,null,null,Node.js: morgan-1.6.1 CVE-2019-5413,error,CVE-2019-5413 Package: morgan,Other Vulnerability (Node-Pkg),"[""CRITICAL"",""morgan"",""vulnerability""]",Trivy,null,0.15.0,refs/heads/main,.github/workflows/trivy-analysis.yml:run,{},.github/workflows/trivy-analysis.yml:run,open,45265a6067c3586bc237bd99ee6c8614495d7c37,An attacker can use the format parameter to inject arbitrary commands in the npm package morgan &lt; 1.9.1.,Node.js,1,1,1,1,[],https://api.github.com/repos/octodemo/vulnerable-node/code-scanning/alerts/69/instances,undefined,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
68,2022-01-28T23:09:47Z,2023-07-14T05:47:06Z,https://api.github.com/repos/octodemo/vulnerable-node/code-scanning/alerts/68,https://github.com/octodemo/vulnerable-node/security/code-scanning/68,open,null,null,null,null,null,Node.js: mime-1.3.4 CVE-2017-16138,error,CVE-2017-16138 Package: mime,Other Vulnerability (Node-Pkg),"[""HIGH"",""mime"",""vulnerability""]",Trivy,null,0.15.0,refs/heads/main,.github/workflows/trivy-analysis.yml:run,{},.github/workflows/trivy-analysis.yml:run,open,45265a6067c3586bc237bd99ee6c8614495d7c37,"The mime module &lt; 1.4.1, 2.0.1, 2.0.2 is vulnerable to regular expression denial of service when a mime lookup is performed on untrusted user input.",Node.js,1,1,1,1,[],https://api.github.com/repos/octodemo/vulnerable-node/code-scanning/alerts/68/instances,undefined,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
67,2022-01-28T23:09:47Z,2023-07-14T05:47:06Z,https://api.github.com/repos/octodemo/vulnerable-node/code-scanning/alerts/67,https://github.com/octodemo/vulnerable-node/security/code-scanning/67,open,null,null,null,null,null,Node.js: log4js-0.6.38 CVE-2022-21704,warning,CVE-2022-21704 Package: log4js,Other Vulnerability (Node-Pkg),"[""MEDIUM"",""log4js"",""vulnerability""]",Trivy,null,0.15.0,refs/heads/main,.github/workflows/trivy-analysis.yml:run,{},.github/workflows/trivy-analysis.yml:run,open,45265a6067c3586bc237bd99ee6c8614495d7c37,"log4js-node is a port of log4js to node.js. In affected versions default file permissions for log files created by the file, fileSync and dateFile appenders are world-readable (in unix). This could cause problems if log files contain sensitive information. This would affect any users that have not supplied their own permissions for the files via the mode parameter in the config. Users are advised to update.",Node.js,1,1,1,1,[],https://api.github.com/repos/octodemo/vulnerable-node/code-scanning/alerts/67/instances,undefined,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
66,2022-01-28T23:09:47Z,2023-07-14T05:47:06Z,https://api.github.com/repos/octodemo/vulnerable-node/code-scanning/alerts/66,https://github.com/octodemo/vulnerable-node/security/code-scanning/66,open,null,null,null,null,null,Node.js: fresh-0.3.0 CVE-2017-16119,error,CVE-2017-16119 Package: fresh,Other Vulnerability (Node-Pkg),"[""HIGH"",""fresh"",""vulnerability""]",Trivy,null,0.15.0,refs/heads/main,.github/workflows/trivy-analysis.yml:run,{},.github/workflows/trivy-analysis.yml:run,open,45265a6067c3586bc237bd99ee6c8614495d7c37,Fresh is a module used by the Express.js framework for HTTP response freshness testing. It is vulnerable to a regular expression denial of service when it is passed specially crafted input to parse. This causes the event loop to be blocked causing a denial of service condition.,Node.js,1,1,1,1,[],https://api.github.com/repos/octodemo/vulnerable-node/code-scanning/alerts/66/instances,undefined,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
65,2022-01-28T23:09:47Z,2023-07-14T05:47:06Z,https://api.github.com/repos/octodemo/vulnerable-node/code-scanning/alerts/65,https://github.com/octodemo/vulnerable-node/security/code-scanning/65,open,null,null,null,null,null,Node.js: ejs-0.8.8 CVE-2017-1000188,warning,CVE-2017-1000188 Package: ejs,Other Vulnerability (Node-Pkg),"[""MEDIUM"",""ejs"",""vulnerability""]",Trivy,null,0.15.0,refs/heads/main,.github/workflows/trivy-analysis.yml:run,{},.github/workflows/trivy-analysis.yml:run,open,45265a6067c3586bc237bd99ee6c8614495d7c37,nodejs ejs version older than 2.5.5 is vulnerable to a Cross-site-scripting in the ejs.renderFile() resulting in code injection.,Node.js,1,1,1,1,[],https://api.github.com/repos/octodemo/vulnerable-node/code-scanning/alerts/65/instances,undefined,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
64,2022-01-28T23:09:47Z,2023-07-14T05:47:06Z,https://api.github.com/repos/octodemo/vulnerable-node/code-scanning/alerts/64,https://github.com/octodemo/vulnerable-node/security/code-scanning/64,open,null,null,null,null,null,Node.js: ejs-0.8.8 CVE-2017-1000189,error,CVE-2017-1000189 Package: ejs,Other Vulnerability (Node-Pkg),"[""HIGH"",""ejs"",""vulnerability""]",Trivy,null,0.15.0,refs/heads/main,.github/workflows/trivy-analysis.yml:run,{},.github/workflows/trivy-analysis.yml:run,open,45265a6067c3586bc237bd99ee6c8614495d7c37,nodejs ejs version older than 2.5.5 is vulnerable to a denial-of-service due to weak input validation in the ejs.renderFile().,Node.js,1,1,1,1,[],https://api.github.com/repos/octodemo/vulnerable-node/code-scanning/alerts/64/instances,undefined,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
63,2022-01-28T23:09:47Z,2023-07-14T05:47:06Z,https://api.github.com/repos/octodemo/vulnerable-node/code-scanning/alerts/63,https://github.com/octodemo/vulnerable-node/security/code-scanning/63,open,null,null,null,null,null,Node.js: ejs-0.8.8 CVE-2017-1000228,error,CVE-2017-1000228 Package: ejs,Other Vulnerability (Node-Pkg),"[""CRITICAL"",""ejs"",""vulnerability""]",Trivy,null,0.15.0,refs/heads/main,.github/workflows/trivy-analysis.yml:run,{},.github/workflows/trivy-analysis.yml:run,open,45265a6067c3586bc237bd99ee6c8614495d7c37,nodejs ejs versions older than 2.5.3 is vulnerable to remote code execution due to weak input validation in ejs.renderFile() function.,Node.js,1,1,1,1,[],https://api.github.com/repos/octodemo/vulnerable-node/code-scanning/alerts/63/instances,undefined,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
62,2022-01-28T23:09:47Z,2023-07-14T05:47:06Z,https://api.github.com/repos/octodemo/vulnerable-node/code-scanning/alerts/62,https://github.com/octodemo/vulnerable-node/security/code-scanning/62,open,null,null,null,null,null,Node.js: debug-2.2.0 CVE-2017-16137,warning,CVE-2017-16137 Package: debug,Other Vulnerability (Node-Pkg),"[""MEDIUM"",""debug"",""vulnerability""]",Trivy,null,0.15.0,refs/heads/main,.github/workflows/trivy-analysis.yml:run,{},.github/workflows/trivy-analysis.yml:run,open,45265a6067c3586bc237bd99ee6c8614495d7c37,The debug module is vulnerable to regular expression denial of service when untrusted user input is passed into the o formatter. It takes around 50k characters to block for 2 seconds making this a low severity issue.,Node.js,1,1,1,1,[],https://api.github.com/repos/octodemo/vulnerable-node/code-scanning/alerts/62/instances,undefined,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
61,2022-01-28T23:09:47Z,2022-02-18T05:34:55Z,https://api.github.com/repos/octodemo/vulnerable-node/code-scanning/alerts/61,https://github.com/octodemo/vulnerable-node/security/code-scanning/61,fixed,2022-02-25T05:34:56Z,null,null,null,null,docker.io/my-organization/my-app:0a5db27b92fecc2013dd0d11fd4f3e67dbd62269 (ubuntu 16.04): openssl-1.0.2g-1ubuntu4.20 CVE-2021-3601,note,CVE-2021-3601 Package: openssl,OS Package Vulnerability (Ubuntu),"[""LOW"",""openssl"",""vulnerability""]",Trivy,null,0.15.0,refs/heads/main,.github/workflows/trivy-analysis.yml:run,{},.github/workflows/trivy-analysis.yml:run,fixed,0a5db27b92fecc2013dd0d11fd4f3e67dbd62269,"A flaw was found in the way OpenSSL will accept a certificate with explicitly set Basic Constraints to CA:FALSE as a valid CA if it is present in the trusted bundle. This flaw allows an attacker with access to a private key, of which the corresponding certificate is in the trust bundle, to use this flaw for MITM to any connection from the victim machine.",docker.io/my-organization/my-app:0a5db27b92fecc2013dd0d11fd4f3e67dbd62269,1,1,1,1,[],https://api.github.com/repos/octodemo/vulnerable-node/code-scanning/alerts/61/instances,undefined,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
60,2022-01-28T23:09:47Z,2022-02-18T05:34:55Z,https://api.github.com/repos/octodemo/vulnerable-node/code-scanning/alerts/60,https://github.com/octodemo/vulnerable-node/security/code-scanning/60,fixed,2022-02-25T05:34:56Z,null,null,null,null,docker.io/my-organization/my-app:0a5db27b92fecc2013dd0d11fd4f3e67dbd62269 (ubuntu 16.04): multiarch-support-2.23-0ubuntu11.3 CVE-2021-35942,note,CVE-2021-35942 Package: multiarch-support,OS Package Vulnerability (Ubuntu),"[""LOW"",""multiarch-support"",""vulnerability""]",Trivy,null,0.15.0,refs/heads/main,.github/workflows/trivy-analysis.yml:run,{},.github/workflows/trivy-analysis.yml:run,fixed,0a5db27b92fecc2013dd0d11fd4f3e67dbd62269,"The wordexp function in the GNU C Library (aka glibc) through 2.33 may crash or read arbitrary memory in parse_param (in posix/wordexp.c) when called with an untrusted, crafted pattern, potentially resulting in a denial of service or disclosure of information. This occurs because atoi was used but strtoul should have been used to ensure correct calculations.",docker.io/my-organization/my-app:0a5db27b92fecc2013dd0d11fd4f3e67dbd62269,1,1,1,1,[],https://api.github.com/repos/octodemo/vulnerable-node/code-scanning/alerts/60/instances,undefined,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
59,2022-01-28T23:09:47Z,2022-02-18T05:34:55Z,https://api.github.com/repos/octodemo/vulnerable-node/code-scanning/alerts/59,https://github.com/octodemo/vulnerable-node/security/code-scanning/59,fixed,2022-02-25T05:34:56Z,null,null,null,null,docker.io/my-organization/my-app:0a5db27b92fecc2013dd0d11fd4f3e67dbd62269 (ubuntu 16.04): multiarch-support-2.23-0ubuntu11.3 CVE-2021-33574,note,CVE-2021-33574 Package: multiarch-support,OS Package Vulnerability (Ubuntu),"[""LOW"",""multiarch-support"",""vulnerability""]",Trivy,null,0.15.0,refs/heads/main,.github/workflows/trivy-analysis.yml:run,{},.github/workflows/trivy-analysis.yml:run,fixed,0a5db27b92fecc2013dd0d11fd4f3e67dbd62269,"The mq_notify function in the GNU C Library (aka glibc) versions 2.32 and 2.33 has a use-after-free. It may use the notification thread attributes object (passed through its struct sigevent parameter) after it has been freed by the caller, leading to a denial of service (application crash) or possibly unspecified other impact.",docker.io/my-organization/my-app:0a5db27b92fecc2013dd0d11fd4f3e67dbd62269,1,1,1,1,[],https://api.github.com/repos/octodemo/vulnerable-node/code-scanning/alerts/59/instances,undefined,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
58,2022-01-28T23:09:47Z,2022-02-18T05:34:55Z,https://api.github.com/repos/octodemo/vulnerable-node/code-scanning/alerts/58,https://github.com/octodemo/vulnerable-node/security/code-scanning/58,fixed,2022-02-25T05:34:56Z,null,null,null,null,docker.io/my-organization/my-app:0a5db27b92fecc2013dd0d11fd4f3e67dbd62269 (ubuntu 16.04): multiarch-support-2.23-0ubuntu11.3 CVE-2021-38604,warning,CVE-2021-38604 Package: multiarch-support,OS Package Vulnerability (Ubuntu),"[""MEDIUM"",""multiarch-support"",""vulnerability""]",Trivy,null,0.15.0,refs/heads/main,.github/workflows/trivy-analysis.yml:run,{},.github/workflows/trivy-analysis.yml:run,fixed,0a5db27b92fecc2013dd0d11fd4f3e67dbd62269,"In librt in the GNU C Library (aka glibc) through 2.34, sysdeps/unix/sysv/linux/mq_notify.c mishandles certain NOTIFY_REMOVED data, leading to a NULL pointer dereference. NOTE: this vulnerability was introduced as a side effect of the CVE-2021-33574 fix.",docker.io/my-organization/my-app:0a5db27b92fecc2013dd0d11fd4f3e67dbd62269,1,1,1,1,[],https://api.github.com/repos/octodemo/vulnerable-node/code-scanning/alerts/58/instances,undefined,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
57,2022-01-28T23:09:47Z,2022-02-18T05:34:55Z,https://api.github.com/repos/octodemo/vulnerable-node/code-scanning/alerts/57,https://github.com/octodemo/vulnerable-node/security/code-scanning/57,fixed,2022-02-25T05:34:56Z,null,null,null,null,docker.io/my-organization/my-app:0a5db27b92fecc2013dd0d11fd4f3e67dbd62269 (ubuntu 16.04): libssl1.0.0-1.0.2g-1ubuntu4.20 CVE-2021-3601,note,CVE-2021-3601 Package: libssl1.0.0,OS Package Vulnerability (Ubuntu),"[""LOW"",""libssl1.0.0"",""vulnerability""]",Trivy,null,0.15.0,refs/heads/main,.github/workflows/trivy-analysis.yml:run,{},.github/workflows/trivy-analysis.yml:run,fixed,0a5db27b92fecc2013dd0d11fd4f3e67dbd62269,"A flaw was found in the way OpenSSL will accept a certificate with explicitly set Basic Constraints to CA:FALSE as a valid CA if it is present in the trusted bundle. This flaw allows an attacker with access to a private key, of which the corresponding certificate is in the trust bundle, to use this flaw for MITM to any connection from the victim machine.",docker.io/my-organization/my-app:0a5db27b92fecc2013dd0d11fd4f3e67dbd62269,1,1,1,1,[],https://api.github.com/repos/octodemo/vulnerable-node/code-scanning/alerts/57/instances,undefined,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
56,2022-01-28T23:09:47Z,2022-02-18T05:34:55Z,https://api.github.com/repos/octodemo/vulnerable-node/code-scanning/alerts/56,https://github.com/octodemo/vulnerable-node/security/code-scanning/56,fixed,2022-02-25T05:34:56Z,null,null,null,null,docker.io/my-organization/my-app:0a5db27b92fecc2013dd0d11fd4f3e67dbd62269 (ubuntu 16.04): libssl-doc-1.0.2g-1ubuntu4.20 CVE-2021-3601,note,CVE-2021-3601 Package: libssl-doc,OS Package Vulnerability (Ubuntu),"[""LOW"",""libssl-doc"",""vulnerability""]",Trivy,null,0.15.0,refs/heads/main,.github/workflows/trivy-analysis.yml:run,{},.github/workflows/trivy-analysis.yml:run,fixed,0a5db27b92fecc2013dd0d11fd4f3e67dbd62269,"A flaw was found in the way OpenSSL will accept a certificate with explicitly set Basic Constraints to CA:FALSE as a valid CA if it is present in the trusted bundle. This flaw allows an attacker with access to a private key, of which the corresponding certificate is in the trust bundle, to use this flaw for MITM to any connection from the victim machine.",docker.io/my-organization/my-app:0a5db27b92fecc2013dd0d11fd4f3e67dbd62269,1,1,1,1,[],https://api.github.com/repos/octodemo/vulnerable-node/code-scanning/alerts/56/instances,undefined,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
55,2022-01-28T23:09:47Z,2022-02-18T05:34:55Z,https://api.github.com/repos/octodemo/vulnerable-node/code-scanning/alerts/55,https://github.com/octodemo/vulnerable-node/security/code-scanning/55,fixed,2022-02-25T05:34:56Z,null,null,null,null,docker.io/my-organization/my-app:0a5db27b92fecc2013dd0d11fd4f3e67dbd62269 (ubuntu 16.04): libssl-dev-1.0.2g-1ubuntu4.20 CVE-2021-3601,note,CVE-2021-3601 Package: libssl-dev,OS Package Vulnerability (Ubuntu),"[""LOW"",""libssl-dev"",""vulnerability""]",Trivy,null,0.15.0,refs/heads/main,.github/workflows/trivy-analysis.yml:run,{},.github/workflows/trivy-analysis.yml:run,fixed,0a5db27b92fecc2013dd0d11fd4f3e67dbd62269,"A flaw was found in the way OpenSSL will accept a certificate with explicitly set Basic Constraints to CA:FALSE as a valid CA if it is present in the trusted bundle. This flaw allows an attacker with access to a private key, of which the corresponding certificate is in the trust bundle, to use this flaw for MITM to any connection from the victim machine.",docker.io/my-organization/my-app:0a5db27b92fecc2013dd0d11fd4f3e67dbd62269,1,1,1,1,[],https://api.github.com/repos/octodemo/vulnerable-node/code-scanning/alerts/55/instances,undefined,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
